"parents","n","labels","id"
"Poland",159,"Adventure","Poland  -  Adventure"
"Poland",102,"Animation","Poland  -  Animation"
"Poland",10,"Biography","Poland  -  Biography"
"Poland",208,"Comedy","Poland  -  Comedy"
"Poland",138,"Crime","Poland  -  Crime"
"Poland",19,"Documentary","Poland  -  Documentary"
"Poland",321,"Drama","Poland  -  Drama"
"Poland",17,"Family","Poland  -  Family"
"Poland",36,"Fantasy","Poland  -  Fantasy"
"Poland",2,"Film Noir","Poland  -  Film Noir"
"Poland",3,"Game Show","Poland  -  Game Show"
"Poland",5,"History","Poland  -  History"
"Poland",38,"Horror","Poland  -  Horror"
"Poland",2,"Music","Poland  -  Music"
"Poland",2,"Musical","Poland  -  Musical"
"Poland",54,"Mystery","Poland  -  Mystery"
"Poland",5,"Reality TV","Poland  -  Reality TV"
"Poland",75,"Romance","Poland  -  Romance"
"Poland",23,"Sci Fi","Poland  -  Sci Fi"
"Poland",12,"Sport","Poland  -  Sport"
"Poland",80,"Thriller","Poland  -  Thriller"
"Poland",4,"War","Poland  -  War"
"Portugal",162,"Action","Portugal  -  Action"
"Portugal",6,"Adult","Portugal  -  Adult"
"Portugal",98,"Adventure","Portugal  -  Adventure"
"Portugal",38,"Animation","Portugal  -  Animation"
"Portugal",7,"Biography","Portugal  -  Biography"
"Portugal",170,"Comedy","Portugal  -  Comedy"
"Portugal",113,"Crime","Portugal  -  Crime"
"Portugal",21,"Documentary","Portugal  -  Documentary"
"Portugal",317,"Drama","Portugal  -  Drama"
"Portugal",40,"Family","Portugal  -  Family"
"Portugal",23,"Fantasy","Portugal  -  Fantasy"
"Portugal",3,"Film Noir","Portugal  -  Film Noir"
"Portugal",9,"Game Show","Portugal  -  Game Show"
"Portugal",3,"History","Portugal  -  History"
"Portugal",19,"Horror","Portugal  -  Horror"
"Portugal",53,"Music","Portugal  -  Music"
"Portugal",23,"Musical","Portugal  -  Musical"
"Portugal",38,"Mystery","Portugal  -  Mystery"
"Portugal",14,"Reality TV","Portugal  -  Reality TV"
"Portugal",96,"Romance","Portugal  -  Romance"
"Portugal",20,"Sci Fi","Portugal  -  Sci Fi"
"Portugal",12,"Sport","Portugal  -  Sport"
"Portugal",74,"Thriller","Portugal  -  Thriller"
"Portugal",6,"War","Portugal  -  War"
"Qatar",206,"Action","Qatar  -  Action"
"Qatar",1,"Adult","Qatar  -  Adult"
"Qatar",109,"Adventure","Qatar  -  Adventure"
"Qatar",31,"Animation","Qatar  -  Animation"
"Qatar",17,"Biography","Qatar  -  Biography"
"Qatar",163,"Comedy","Qatar  -  Comedy"
"Qatar",129,"Crime","Qatar  -  Crime"
"Qatar",22,"Documentary","Qatar  -  Documentary"
"Qatar",345,"Drama","Qatar  -  Drama"
"Qatar",15,"Family","Qatar  -  Family"
"Qatar",43,"Fantasy","Qatar  -  Fantasy"
"Qatar",2,"Film Noir","Qatar  -  Film Noir"
"Qatar",9,"Game Show","Qatar  -  Game Show"
"Qatar",7,"History","Qatar  -  History"
"Qatar",28,"Horror","Qatar  -  Horror"
"Qatar",1,"Music","Qatar  -  Music"
"Qatar",3,"Musical","Qatar  -  Musical"
"Qatar",49,"Mystery","Qatar  -  Mystery"
"Qatar",14,"Reality TV","Qatar  -  Reality TV"
"Qatar",103,"Romance","Qatar  -  Romance"
"Qatar",26,"Sci Fi","Qatar  -  Sci Fi"
"Qatar",8,"Sport","Qatar  -  Sport"
"Qatar",92,"Thriller","Qatar  -  Thriller"
"Qatar",5,"War","Qatar  -  War"
"Romania",169,"Action","Romania  -  Action"
"Romania",3,"Adult","Romania  -  Adult"
"Romania",95,"Adventure","Romania  -  Adventure"
"Romania",25,"Animation","Romania  -  Animation"
"Romania",13,"Biography","Romania  -  Biography"
"Romania",162,"Comedy","Romania  -  Comedy"
"Romania",145,"Crime","Romania  -  Crime"
"Romania",28,"Documentary","Romania  -  Documentary"
"Romania",366,"Drama","Romania  -  Drama"
"Romania",20,"Family","Romania  -  Family"
"Romania",40,"Fantasy","Romania  -  Fantasy"
"Romania",3,"Film Noir","Romania  -  Film Noir"
"Romania",9,"Game Show","Romania  -  Game Show"
"Romania",7,"History","Romania  -  History"
"Romania",24,"Horror","Romania  -  Horror"
"Romania",2,"Music","Romania  -  Music"
"Romania",4,"Musical","Romania  -  Musical"
"Romania",68,"Mystery","Romania  -  Mystery"
"Romania",14,"Reality TV","Romania  -  Reality TV"
"Romania",101,"Romance","Romania  -  Romance"
"Romania",17,"Sci Fi","Romania  -  Sci Fi"
"Romania",1,"Short","Romania  -  Short"
"Romania",12,"Sport","Romania  -  Sport"
"Romania",1,"Talk Show","Romania  -  Talk Show"
"Romania",86,"Thriller","Romania  -  Thriller"
"Romania",4,"War","Romania  -  War"
"Russia",244,"Action","Russia  -  Action"
"Russia",4,"Adult","Russia  -  Adult"
"Russia",124,"Adventure","Russia  -  Adventure"
"Russia",57,"Animation","Russia  -  Animation"
"Russia",9,"Biography","Russia  -  Biography"
"Russia",185,"Comedy","Russia  -  Comedy"
"Russia",210,"Crime","Russia  -  Crime"
"Russia",27,"Documentary","Russia  -  Documentary"
"Russia",352,"Drama","Russia  -  Drama"
"Russia",21,"Family","Russia  -  Family"
"Russia",33,"Fantasy","Russia  -  Fantasy"
"Russia",3,"Film Noir","Russia  -  Film Noir"
"Russia",28,"Horror","Russia  -  Horror"
"Russia",2,"Music","Russia  -  Music"
"Russia",6,"Musical","Russia  -  Musical"
"Russia",49,"Mystery","Russia  -  Mystery"
"Russia",1,"Reality TV","Russia  -  Reality TV"
"Russia",64,"Romance","Russia  -  Romance"
"Russia",22,"Sci Fi","Russia  -  Sci Fi"
"Russia",1,"Short","Russia  -  Short"
"Russia",10,"Sport","Russia  -  Sport"
"Russia",1,"Talk Show","Russia  -  Talk Show"
"Russia",69,"Thriller","Russia  -  Thriller"
"Russia",2,"War","Russia  -  War"
"Réunion",203,"Action","Réunion  -  Action"
"Réunion",1,"Adult","Réunion  -  Adult"
"Réunion",123,"Adventure","Réunion  -  Adventure"
"Réunion",58,"Animation","Réunion  -  Animation"
"Réunion",5,"Biography","Réunion  -  Biography"
"Réunion",177,"Comedy","Réunion  -  Comedy"
"Réunion",113,"Crime","Réunion  -  Crime"
"Réunion",16,"Documentary","Réunion  -  Documentary"
"Réunion",336,"Drama","Réunion  -  Drama"
"Réunion",23,"Family","Réunion  -  Family"
"Réunion",50,"Fantasy","Réunion  -  Fantasy"
"Réunion",2,"Film Noir","Réunion  -  Film Noir"
"Réunion",4,"Game Show","Réunion  -  Game Show"
"Réunion",2,"History","Réunion  -  History"
"Réunion",39,"Horror","Réunion  -  Horror"
"Réunion",35,"Music","Réunion  -  Music"
"Réunion",3,"Musical","Réunion  -  Musical"
"Réunion",42,"Mystery","Réunion  -  Mystery"
"Réunion",6,"Reality TV","Réunion  -  Reality TV"
"Réunion",75,"Romance","Réunion  -  Romance"
"Réunion",31,"Sci Fi","Réunion  -  Sci Fi"
"Réunion",8,"Sport","Réunion  -  Sport"
"Réunion",69,"Thriller","Réunion  -  Thriller"
"Réunion",3,"War","Réunion  -  War"
"Saudi Arabia",224,"Action","Saudi Arabia  -  Action"
"Saudi Arabia",3,"Adult","Saudi Arabia  -  Adult"
"Saudi Arabia",88,"Adventure","Saudi Arabia  -  Adventure"
"Saudi Arabia",43,"Animation","Saudi Arabia  -  Animation"
"Saudi Arabia",15,"Biography","Saudi Arabia  -  Biography"
"Saudi Arabia",157,"Comedy","Saudi Arabia  -  Comedy"
"Saudi Arabia",148,"Crime","Saudi Arabia  -  Crime"
"Saudi Arabia",17,"Documentary","Saudi Arabia  -  Documentary"
"Saudi Arabia",349,"Drama","Saudi Arabia  -  Drama"
"Saudi Arabia",21,"Family","Saudi Arabia  -  Family"
"Saudi Arabia",29,"Fantasy","Saudi Arabia  -  Fantasy"
"Saudi Arabia",3,"Film Noir","Saudi Arabia  -  Film Noir"
"Saudi Arabia",4,"Game Show","Saudi Arabia  -  Game Show"
"Saudi Arabia",3,"History","Saudi Arabia  -  History"
"Saudi Arabia",36,"Horror","Saudi Arabia  -  Horror"
"Saudi Arabia",2,"Musical","Saudi Arabia  -  Musical"
"Saudi Arabia",51,"Mystery","Saudi Arabia  -  Mystery"
"Saudi Arabia",7,"Reality TV","Saudi Arabia  -  Reality TV"
"Saudi Arabia",76,"Romance","Saudi Arabia  -  Romance"
"Saudi Arabia",24,"Sci Fi","Saudi Arabia  -  Sci Fi"
"Saudi Arabia",6,"Sport","Saudi Arabia  -  Sport"
"Saudi Arabia",98,"Thriller","Saudi Arabia  -  Thriller"
"Saudi Arabia",6,"War","Saudi Arabia  -  War"
"Saudi Arabia",2,"Western","Saudi Arabia  -  Western"
"Serbia",205,"Action","Serbia  -  Action"
"Serbia",4,"Adult","Serbia  -  Adult"
"Serbia",104,"Adventure","Serbia  -  Adventure"
"Serbia",37,"Animation","Serbia  -  Animation"
"Serbia",9,"Biography","Serbia  -  Biography"
"Serbia",188,"Comedy","Serbia  -  Comedy"
"Serbia",155,"Crime","Serbia  -  Crime"
"Serbia",26,"Documentary","Serbia  -  Documentary"
"Serbia",328,"Drama","Serbia  -  Drama"
"Serbia",18,"Family","Serbia  -  Family"
"Serbia",26,"Fantasy","Serbia  -  Fantasy"
"Serbia",3,"Film Noir","Serbia  -  Film Noir"
"Serbia",7,"Game Show","Serbia  -  Game Show"
"Serbia",3,"History","Serbia  -  History"
"Serbia",23,"Horror","Serbia  -  Horror"
"Serbia",4,"Music","Serbia  -  Music"
"Serbia",3,"Musical","Serbia  -  Musical"
"Serbia",46,"Mystery","Serbia  -  Mystery"
"Serbia",11,"Reality TV","Serbia  -  Reality TV"
"Serbia",95,"Romance","Serbia  -  Romance"
"Serbia",24,"Sci Fi","Serbia  -  Sci Fi"
"Serbia",11,"Sport","Serbia  -  Sport"
"Serbia",87,"Thriller","Serbia  -  Thriller"
"Serbia",3,"War","Serbia  -  War"
"Singapore",214,"Action","Singapore  -  Action"
"Singapore",1,"Adult","Singapore  -  Adult"
"Singapore",96,"Adventure","Singapore  -  Adventure"
"Singapore",30,"Animation","Singapore  -  Animation"
"Singapore",9,"Biography","Singapore  -  Biography"
"Singapore",162,"Comedy","Singapore  -  Comedy"
"Singapore",128,"Crime","Singapore  -  Crime"
"Singapore",23,"Documentary","Singapore  -  Documentary"
"Singapore",315,"Drama","Singapore  -  Drama"
"Singapore",9,"Family","Singapore  -  Family"
"Singapore",30,"Fantasy","Singapore  -  Fantasy"
"Singapore",2,"Film Noir","Singapore  -  Film Noir"
"Singapore",10,"Game Show","Singapore  -  Game Show"
"Singapore",8,"History","Singapore  -  History"
"Singapore",35,"Horror","Singapore  -  Horror"
"Singapore",1,"Music","Singapore  -  Music"
"Singapore",2,"Musical","Singapore  -  Musical"
"Singapore",71,"Mystery","Singapore  -  Mystery"
"Singapore",18,"Reality TV","Singapore  -  Reality TV"
"Singapore",92,"Romance","Singapore  -  Romance"
"Singapore",52,"Sci Fi","Singapore  -  Sci Fi"
"Singapore",2,"Short","Singapore  -  Short"
"Singapore",11,"Sport","Singapore  -  Sport"
"Singapore",88,"Thriller","Singapore  -  Thriller"
"Singapore",3,"War","Singapore  -  War"
"Slovakia",185,"Action","Slovakia  -  Action"
"Slovakia",5,"Adult","Slovakia  -  Adult"
"Slovakia",132,"Adventure","Slovakia  -  Adventure"
"Slovakia",71,"Animation","Slovakia  -  Animation"
"Slovakia",20,"Biography","Slovakia  -  Biography"
"Slovakia",196,"Comedy","Slovakia  -  Comedy"
"Slovakia",138,"Crime","Slovakia  -  Crime"
"Slovakia",44,"Documentary","Slovakia  -  Documentary"
"Slovakia",312,"Drama","Slovakia  -  Drama"
"Slovakia",27,"Family","Slovakia  -  Family"
"Slovakia",30,"Fantasy","Slovakia  -  Fantasy"
"Slovakia",3,"Film Noir","Slovakia  -  Film Noir"
"Slovakia",12,"Game Show","Slovakia  -  Game Show"
"Slovakia",1,"History","Slovakia  -  History"
"Slovakia",30,"Horror","Slovakia  -  Horror"
"Slovakia",8,"Music","Slovakia  -  Music"
"Slovakia",3,"Musical","Slovakia  -  Musical"
"Slovakia",47,"Mystery","Slovakia  -  Mystery"
"Slovakia",17,"Reality TV","Slovakia  -  Reality TV"
"Slovakia",76,"Romance","Slovakia  -  Romance"
"Slovakia",13,"Sci Fi","Slovakia  -  Sci Fi"
"Slovakia",16,"Sport","Slovakia  -  Sport"
"Slovakia",56,"Thriller","Slovakia  -  Thriller"
"Slovakia",3,"War","Slovakia  -  War"
"Slovenia",184,"Action","Slovenia  -  Action"
"Slovenia",5,"Adult","Slovenia  -  Adult"
"Slovenia",107,"Adventure","Slovenia  -  Adventure"
"Slovenia",41,"Animation","Slovenia  -  Animation"
"Slovenia",12,"Biography","Slovenia  -  Biography"
"Slovenia",193,"Comedy","Slovenia  -  Comedy"
"Slovenia",117,"Crime","Slovenia  -  Crime"
"Slovenia",30,"Documentary","Slovenia  -  Documentary"
"Slovenia",278,"Drama","Slovenia  -  Drama"
"Slovenia",21,"Family","Slovenia  -  Family"
"Slovenia",30,"Fantasy","Slovenia  -  Fantasy"
"Slovenia",3,"Film Noir","Slovenia  -  Film Noir"
"Slovenia",11,"Game Show","Slovenia  -  Game Show"
"Slovenia",4,"History","Slovenia  -  History"
"Slovenia",26,"Horror","Slovenia  -  Horror"
"Slovenia",4,"Music","Slovenia  -  Music"
"Slovenia",1,"Musical","Slovenia  -  Musical"
"Slovenia",38,"Mystery","Slovenia  -  Mystery"
"Slovenia",16,"Reality TV","Slovenia  -  Reality TV"
"Slovenia",79,"Romance","Slovenia  -  Romance"
"Slovenia",29,"Sci Fi","Slovenia  -  Sci Fi"
"Slovenia",13,"Sport","Slovenia  -  Sport"
"Slovenia",65,"Thriller","Slovenia  -  Thriller"
"Slovenia",3,"War","Slovenia  -  War"
"South Africa",183,"Action","South Africa  -  Action"
"South Africa",3,"Adult","South Africa  -  Adult"
"South Africa",99,"Adventure","South Africa  -  Adventure"
"South Africa",45,"Animation","South Africa  -  Animation"
"South Africa",14,"Biography","South Africa  -  Biography"
"South Africa",195,"Comedy","South Africa  -  Comedy"
"South Africa",114,"Crime","South Africa  -  Crime"
"South Africa",27,"Documentary","South Africa  -  Documentary"
"South Africa",340,"Drama","South Africa  -  Drama"
"South Africa",17,"Family","South Africa  -  Family"
"South Africa",28,"Fantasy","South Africa  -  Fantasy"
"South Africa",2,"Film Noir","South Africa  -  Film Noir"
"South Africa",10,"Game Show","South Africa  -  Game Show"
"South Africa",3,"History","South Africa  -  History"
"South Africa",22,"Horror","South Africa  -  Horror"
"South Africa",1,"Music","South Africa  -  Music"
"South Africa",1,"Musical","South Africa  -  Musical"
"South Africa",60,"Mystery","South Africa  -  Mystery"
"South Africa",21,"Reality TV","South Africa  -  Reality TV"
"South Africa",99,"Romance","South Africa  -  Romance"
"South Africa",49,"Sci Fi","South Africa  -  Sci Fi"
"South Africa",10,"Sport","South Africa  -  Sport"
"South Africa",74,"Thriller","South Africa  -  Thriller"
"South Africa",6,"War","South Africa  -  War"
"South Africa",1,"Western","South Africa  -  Western"
"South Korea",186,"Action","South Korea  -  Action"
"South Korea",4,"Adult","South Korea  -  Adult"
"South Korea",78,"Adventure","South Korea  -  Adventure"
"South Korea",23,"Animation","South Korea  -  Animation"
"South Korea",5,"Biography","South Korea  -  Biography"
"South Korea",156,"Comedy","South Korea  -  Comedy"
"South Korea",88,"Crime","South Korea  -  Crime"
"South Korea",5,"Documentary","South Korea  -  Documentary"
"South Korea",308,"Drama","South Korea  -  Drama"
"South Korea",10,"Family","South Korea  -  Family"
"South Korea",31,"Fantasy","South Korea  -  Fantasy"
"South Korea",3,"Film Noir","South Korea  -  Film Noir"
"South Korea",3,"Game Show","South Korea  -  Game Show"
"South Korea",6,"History","South Korea  -  History"
"South Korea",34,"Horror","South Korea  -  Horror"
"South Korea",2,"Music","South Korea  -  Music"
"South Korea",4,"Musical","South Korea  -  Musical"
"South Korea",40,"Mystery","South Korea  -  Mystery"
"South Korea",8,"Reality TV","South Korea  -  Reality TV"
"South Korea",103,"Romance","South Korea  -  Romance"
"South Korea",29,"Sci Fi","South Korea  -  Sci Fi"
"South Korea",2,"Short","South Korea  -  Short"
"South Korea",10,"Sport","South Korea  -  Sport"
"South Korea",2,"Talk Show","South Korea  -  Talk Show"
"South Korea",85,"Thriller","South Korea  -  Thriller"
"South Korea",4,"War","South Korea  -  War"
"Spain",162,"Action","Spain  -  Action"
"Spain",4,"Adult","Spain  -  Adult"
"Spain",97,"Adventure","Spain  -  Adventure"
"Spain",30,"Animation","Spain  -  Animation"
"Spain",5,"Biography","Spain  -  Biography"
"Spain",182,"Comedy","Spain  -  Comedy"
"Spain",139,"Crime","Spain  -  Crime"
"Spain",21,"Documentary","Spain  -  Documentary"
"Spain",326,"Drama","Spain  -  Drama"
"Spain",17,"Family","Spain  -  Family"
"Spain",31,"Fantasy","Spain  -  Fantasy"
"Spain",3,"Film Noir","Spain  -  Film Noir"
"Spain",4,"Game Show","Spain  -  Game Show"
"Spain",5,"History","Spain  -  History"
"Spain",30,"Horror","Spain  -  Horror"
"Spain",21,"Music","Spain  -  Music"
"Spain",1,"Musical","Spain  -  Musical"
"Spain",51,"Mystery","Spain  -  Mystery"
"Spain",12,"Reality TV","Spain  -  Reality TV"
"Spain",111,"Romance","Spain  -  Romance"
"Spain",26,"Sci Fi","Spain  -  Sci Fi"
"Spain",1,"Short","Spain  -  Short"
"Spain",12,"Sport","Spain  -  Sport"
"Spain",68,"Thriller","Spain  -  Thriller"
"Spain",3,"War","Spain  -  War"
"Sri Lanka",180,"Action","Sri Lanka  -  Action"
"Sri Lanka",1,"Adult","Sri Lanka  -  Adult"
"Sri Lanka",66,"Adventure","Sri Lanka  -  Adventure"
"Sri Lanka",22,"Animation","Sri Lanka  -  Animation"
"Sri Lanka",7,"Biography","Sri Lanka  -  Biography"
"Sri Lanka",182,"Comedy","Sri Lanka  -  Comedy"
"Sri Lanka",140,"Crime","Sri Lanka  -  Crime"
"Sri Lanka",22,"Documentary","Sri Lanka  -  Documentary"
"Sri Lanka",371,"Drama","Sri Lanka  -  Drama"
"Sri Lanka",17,"Family","Sri Lanka  -  Family"
"Sri Lanka",31,"Fantasy","Sri Lanka  -  Fantasy"
"Sri Lanka",2,"Film Noir","Sri Lanka  -  Film Noir"
"Sri Lanka",5,"Game Show","Sri Lanka  -  Game Show"
"Sri Lanka",1,"History","Sri Lanka  -  History"
"Sri Lanka",23,"Horror","Sri Lanka  -  Horror"
"Sri Lanka",1,"Musical","Sri Lanka  -  Musical"
"Sri Lanka",79,"Mystery","Sri Lanka  -  Mystery"
"Sri Lanka",6,"Reality TV","Sri Lanka  -  Reality TV"
"Sri Lanka",106,"Romance","Sri Lanka  -  Romance"
"Sri Lanka",42,"Sci Fi","Sri Lanka  -  Sci Fi"
"Sri Lanka",6,"Sport","Sri Lanka  -  Sport"
"Sri Lanka",76,"Thriller","Sri Lanka  -  Thriller"
"Sri Lanka",4,"War","Sri Lanka  -  War"
"Sweden",183,"Action","Sweden  -  Action"
"Sweden",3,"Adult","Sweden  -  Adult"
"Sweden",118,"Adventure","Sweden  -  Adventure"
"Sweden",54,"Animation","Sweden  -  Animation"
"Sweden",15,"Biography","Sweden  -  Biography"
"Sweden",161,"Comedy","Sweden  -  Comedy"
"Sweden",142,"Crime","Sweden  -  Crime"
"Sweden",31,"Documentary","Sweden  -  Documentary"
"Sweden",342,"Drama","Sweden  -  Drama"
"Sweden",16,"Family","Sweden  -  Family"
"Sweden",41,"Fantasy","Sweden  -  Fantasy"
"Sweden",3,"Film Noir","Sweden  -  Film Noir"
"Sweden",6,"Game Show","Sweden  -  Game Show"
"Sweden",8,"History","Sweden  -  History"
"Sweden",24,"Horror","Sweden  -  Horror"
"Sweden",6,"Music","Sweden  -  Music"
"Sweden",53,"Mystery","Sweden  -  Mystery"
"Sweden",14,"Reality TV","Sweden  -  Reality TV"
"Sweden",81,"Romance","Sweden  -  Romance"
"Sweden",28,"Sci Fi","Sweden  -  Sci Fi"
"Sweden",1,"Short","Sweden  -  Short"
"Sweden",12,"Sport","Sweden  -  Sport"
"Sweden",64,"Thriller","Sweden  -  Thriller"
"Sweden",10,"War","Sweden  -  War"
"Sweden",4,"Western","Sweden  -  Western"
"Switzerland",180,"Action","Switzerland  -  Action"
"Switzerland",8,"Adult","Switzerland  -  Adult"
"Switzerland",110,"Adventure","Switzerland  -  Adventure"
"Switzerland",31,"Animation","Switzerland  -  Animation"
"Switzerland",13,"Biography","Switzerland  -  Biography"
"Switzerland",186,"Comedy","Switzerland  -  Comedy"
"Switzerland",153,"Crime","Switzerland  -  Crime"
"Switzerland",26,"Documentary","Switzerland  -  Documentary"
"Switzerland",346,"Drama","Switzerland  -  Drama"
"Switzerland",34,"Family","Switzerland  -  Family"
"Switzerland",52,"Fantasy","Switzerland  -  Fantasy"
"Switzerland",3,"Film Noir","Switzerland  -  Film Noir"
"Switzerland",5,"Game Show","Switzerland  -  Game Show"
"Switzerland",3,"History","Switzerland  -  History"
"Switzerland",27,"Horror","Switzerland  -  Horror"
"Switzerland",7,"Music","Switzerland  -  Music"
"Switzerland",2,"Musical","Switzerland  -  Musical"
"Switzerland",59,"Mystery","Switzerland  -  Mystery"
"Switzerland",11,"Reality TV","Switzerland  -  Reality TV"
"Switzerland",85,"Romance","Switzerland  -  Romance"
"Switzerland",27,"Sci Fi","Switzerland  -  Sci Fi"
"Switzerland",16,"Sport","Switzerland  -  Sport"
"Switzerland",70,"Thriller","Switzerland  -  Thriller"
"Switzerland",4,"War","Switzerland  -  War"
"Taiwan",193,"Action","Taiwan  -  Action"
"Taiwan",1,"Adult","Taiwan  -  Adult"
"Taiwan",102,"Adventure","Taiwan  -  Adventure"
"Taiwan",32,"Animation","Taiwan  -  Animation"
"Taiwan",16,"Biography","Taiwan  -  Biography"
"Taiwan",169,"Comedy","Taiwan  -  Comedy"
"Taiwan",101,"Crime","Taiwan  -  Crime"
"Taiwan",15,"Documentary","Taiwan  -  Documentary"
"Taiwan",347,"Drama","Taiwan  -  Drama"
"Taiwan",13,"Family","Taiwan  -  Family"
"Taiwan",36,"Fantasy","Taiwan  -  Fantasy"
"Taiwan",2,"Film Noir","Taiwan  -  Film Noir"
"Taiwan",1,"Game Show","Taiwan  -  Game Show"
"Taiwan",5,"History","Taiwan  -  History"
"Taiwan",32,"Horror","Taiwan  -  Horror"
"Taiwan",3,"Music","Taiwan  -  Music"
"Taiwan",2,"Musical","Taiwan  -  Musical"
"Taiwan",78,"Mystery","Taiwan  -  Mystery"
"Taiwan",1,"Reality TV","Taiwan  -  Reality TV"
"Taiwan",148,"Romance","Taiwan  -  Romance"
"Taiwan",52,"Sci Fi","Taiwan  -  Sci Fi"
"Taiwan",2,"Short","Taiwan  -  Short"
"Taiwan",13,"Sport","Taiwan  -  Sport"
"Taiwan",67,"Thriller","Taiwan  -  Thriller"
"Taiwan",3,"War","Taiwan  -  War"
"Taiwan",1,"Western","Taiwan  -  Western"
"Thailand",242,"Action","Thailand  -  Action"
"Thailand",145,"Adventure","Thailand  -  Adventure"
"Thailand",46,"Animation","Thailand  -  Animation"
"Thailand",9,"Biography","Thailand  -  Biography"
"Thailand",206,"Comedy","Thailand  -  Comedy"
"Thailand",117,"Crime","Thailand  -  Crime"
"Thailand",11,"Documentary","Thailand  -  Documentary"
"Thailand",263,"Drama","Thailand  -  Drama"
"Thailand",13,"Family","Thailand  -  Family"
"Thailand",43,"Fantasy","Thailand  -  Fantasy"
"Thailand",2,"Film Noir","Thailand  -  Film Noir"
"Thailand",15,"History","Thailand  -  History"
"Thailand",41,"Horror","Thailand  -  Horror"
"Thailand",1,"Music","Thailand  -  Music"
"Thailand",3,"Musical","Thailand  -  Musical"
"Thailand",60,"Mystery","Thailand  -  Mystery"
"Thailand",133,"Romance","Thailand  -  Romance"
"Thailand",47,"Sci Fi","Thailand  -  Sci Fi"
"Thailand",2,"Short","Thailand  -  Short"
"Thailand",6,"Sport","Thailand  -  Sport"
"Thailand",84,"Thriller","Thailand  -  Thriller"
"Thailand",5,"War","Thailand  -  War"
"Thailand",2,"Western","Thailand  -  Western"
"Trinidad and Tobago",194,"Action","Trinidad and Tobago  -  Action"
"Trinidad and Tobago",1,"Adult","Trinidad and Tobago  -  Adult"
"Trinidad and Tobago",105,"Adventure","Trinidad and Tobago  -  Adventure"
"Trinidad and Tobago",57,"Animation","Trinidad and Tobago  -  Animation"
"Trinidad and Tobago",7,"Biography","Trinidad and Tobago  -  Biography"
"Trinidad and Tobago",174,"Comedy","Trinidad and Tobago  -  Comedy"
"Trinidad and Tobago",150,"Crime","Trinidad and Tobago  -  Crime"
"Trinidad and Tobago",15,"Documentary","Trinidad and Tobago  -  Documentary"
"Trinidad and Tobago",312,"Drama","Trinidad and Tobago  -  Drama"
"Trinidad and Tobago",20,"Family","Trinidad and Tobago  -  Family"
"Trinidad and Tobago",33,"Fantasy","Trinidad and Tobago  -  Fantasy"
"Trinidad and Tobago",3,"Film Noir","Trinidad and Tobago  -  Film Noir"
"Trinidad and Tobago",6,"Game Show","Trinidad and Tobago  -  Game Show"
"Trinidad and Tobago",28,"Horror","Trinidad and Tobago  -  Horror"
"Trinidad and Tobago",4,"Music","Trinidad and Tobago  -  Music"
"Trinidad and Tobago",43,"Mystery","Trinidad and Tobago  -  Mystery"
"Trinidad and Tobago",8,"Reality TV","Trinidad and Tobago  -  Reality TV"
"Trinidad and Tobago",82,"Romance","Trinidad and Tobago  -  Romance"
"Trinidad and Tobago",25,"Sci Fi","Trinidad and Tobago  -  Sci Fi"
"Trinidad and Tobago",7,"Sport","Trinidad and Tobago  -  Sport"
"Trinidad and Tobago",96,"Thriller","Trinidad and Tobago  -  Thriller"
"Trinidad and Tobago",4,"War","Trinidad and Tobago  -  War"
"Trinidad and Tobago",4,"Western","Trinidad and Tobago  -  Western"
"Turkey",201,"Action","Turkey  -  Action"
"Turkey",1,"Adult","Turkey  -  Adult"
"Turkey",115,"Adventure","Turkey  -  Adventure"
"Turkey",32,"Animation","Turkey  -  Animation"
"Turkey",10,"Biography","Turkey  -  Biography"
"Turkey",163,"Comedy","Turkey  -  Comedy"
"Turkey",139,"Crime","Turkey  -  Crime"
"Turkey",23,"Documentary","Turkey  -  Documentary"
"Turkey",374,"Drama","Turkey  -  Drama"
"Turkey",28,"Family","Turkey  -  Family"
"Turkey",61,"Fantasy","Turkey  -  Fantasy"
"Turkey",3,"Film Noir","Turkey  -  Film Noir"
"Turkey",3,"Game Show","Turkey  -  Game Show"
"Turkey",4,"History","Turkey  -  History"
"Turkey",38,"Horror","Turkey  -  Horror"
"Turkey",3,"Music","Turkey  -  Music"
"Turkey",6,"Musical","Turkey  -  Musical"
"Turkey",52,"Mystery","Turkey  -  Mystery"
"Turkey",5,"Reality TV","Turkey  -  Reality TV"
"Turkey",81,"Romance","Turkey  -  Romance"
"Turkey",32,"Sci Fi","Turkey  -  Sci Fi"
"Turkey",7,"Sport","Turkey  -  Sport"
"Turkey",83,"Thriller","Turkey  -  Thriller"
"Turkey",4,"War","Turkey  -  War"
"Ukraine",211,"Action","Ukraine  -  Action"
"Ukraine",5,"Adult","Ukraine  -  Adult"
"Ukraine",129,"Adventure","Ukraine  -  Adventure"
"Ukraine",63,"Animation","Ukraine  -  Animation"
"Ukraine",11,"Biography","Ukraine  -  Biography"
"Ukraine",194,"Comedy","Ukraine  -  Comedy"
"Ukraine",169,"Crime","Ukraine  -  Crime"
"Ukraine",30,"Documentary","Ukraine  -  Documentary"
"Ukraine",334,"Drama","Ukraine  -  Drama"
"Ukraine",26,"Family","Ukraine  -  Family"
"Ukraine",26,"Fantasy","Ukraine  -  Fantasy"
